geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
15584,146336,SSTR5-AS1,SSTR5 antisense RNA 1,,0.89,0.154
15588,146433,IL34,interleukin 34,0.55444,0.56,0.769
15598,146691,TOM1L2,target of myb1 like 2 membrane trafficking protein,0.0015723,0.89,0.077
15603,146754,DNAH2,dynein axonemal heavy chain 2,1.2998e-44,0.931,0.115
15605,146771,TCAM1P,"testicular cell adhesion molecule 1, pseudogene",,0.931,0.154
15634,147372,CCBE1,collagen and calcium binding EGF domains 1,1.5315e-07,0.585,0.769
15637,147409,DSG4,desmoglein 4,5.9129e-13,0.686,0.423
15638,147429,AQP4-AS1,AQP4 antisense RNA 1,,0.751,0.577
15641,147495,APCDD1,APC down-regulated 1,0.0073159,0.644,0.538
15644,147650,SPACA6,sperm acrosome associated 6,,,
15650,147694,ZNF548,zinc finger protein 548,0.33982,,
15653,147710,IGSF23,immunoglobulin superfamily member 23,0.0096591,0.861,0.154
15659,147746,HIPK4,homeodomain interacting protein kinase 4,2.1439e-05,,
15663,147872,CCDC155,coiled-coil domain containing 155,2.3366e-09,,
15674,147991,DPY19L3,dpy-19 like C-mannosyltransferase 3,2.8534e-07,1,0.038
15677,148022,TICAM1,toll like receptor adaptor molecule 1,,0.593,0.846
15693,148345,C1orf127,chromosome 1 open reading frame 127,1.4917e-11,0.729,0.308
15698,148534,TLCD4,TLC domain containing 4,0.26127,0.931,0.038
15700,148641,SLC35F3,solute carrier family 35 member F3,0.0996,0.805,0.231
15704,148738,HJV,hemojuvelin BMP co-receptor,0.0042363,0.621,0.654
15707,148789,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2",2.8116e-07,0.578,0.577
15715,148979,GLIS1,GLIS family zinc finger 1,0.038902,0.751,0.308
15717,149041,RC3H1,ring finger and CCCH-type domains 1,0.99309,0.821,0.154
15721,149095,DCST1,DC-STAMP domain containing 1,1.2681e-19,,
15724,149233,IL23R,interleukin 23 receptor,0.00055961,0.466,0.769
15728,149420,PDIK1L,PDLIM1 interacting kinase 1 like,0.26436,0.534,0.769
15730,149461,CLDN19,claudin 19,0.0049681,0.659,0.423
15731,149465,CFAP57,cilia and flagella associated protein 57,1.0541e-12,0.89,0.231
15733,149483,CCDC17,coiled-coil domain containing 17,3.9155e-22,,
15738,149628,PYHIN1,pyrin and HIN domain family member 1,7.7771e-10,0.839,0.231
15744,149775,GNAS-AS1,GNAS antisense RNA 1,,0.729,0.346
15749,149951,COMMD7,COMM domain containing 7,9.7494e-08,0.861,0.308
15757,150159,SLC9B1,solute carrier family 9 member B1,5.1677e-07,0.821,0.308
15760,150223,YDJC,YdjC chitooligosaccharide deacetylase homolog,0.062374,0.805,0.231
15767,150365,MEI1,meiotic double-stranded break formation protein 1,4.711e-12,0.861,0.115
15773,150468,CKAP2L,cytoskeleton associated protein 2 like,0.00015885,0.666,0.577
15775,150538,SATB2-AS1,SATB2 antisense RNA 1,,0.839,0.077
15776,150568,LINC01102,long intergenic non-protein coding RNA 1102,,,
15778,150577,LINC01104,long intergenic non-protein coding RNA 1104,,0.805,0.115
15779,150596,LINC01931,long intergenic non-protein coding RNA 1931,,1,0.077
15781,150684,COMMD1,copper metabolism domain containing 1,0.2201,0.633,0.692
15790,150962,PUS10,pseudouridine synthase 10,7.8796e-14,0.736,0.346
15794,151056,PLB1,phospholipase B1,1.7315e-72,0.488,0.846
15800,151188,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6,0.018099,0.686,0.615
15803,151230,KLHL23,kelch like family member 23,0.0041626,0.89,0.038
15808,151295,SLC23A3,solute carrier family 23 member 3,7.3605e-07,1,0.038
15812,151449,GDF7,growth differentiation factor 7,0.63062,0.792,0.423
15813,151477,LINC00471,long intergenic non-protein coding RNA 471,,,
15818,151556,GPR155,G protein-coupled receptor 155,6.0431e-16,0.821,0.154
15822,151648,SGO1,shugoshin 1,2.5902e-12,0.674,0.346
15830,151887,CCDC80,coiled-coil domain containing 80,6.0008e-06,0.659,0.462
15832,151903,CCDC12,coiled-coil domain containing 12,0.040132,,
15833,151963,MB21D2,Mab-21 domain containing 2,0.042673,0.861,0.038
15834,151987,PPP4R2,protein phosphatase 4 regulatory subunit 2,0.99835,1,0.115
15835,152002,XXYLT1,xyloside xylosyltransferase 1,0.0013246,0.78,0.231
15844,152110,NEK10,NIMA related kinase 10,7.6572e-10,0.705,0.269
15846,152137,CCDC50,coiled-coil domain containing 50,3.9152e-07,0.751,0.423
15848,152189,CMTM8,CKLF like MARVEL transmembrane domain containing 8,0.059614,0.805,0.154
15851,152225,LINC02085,long intergenic non-protein coding RNA 2085,,0.89,0.115
15852,152273,FGD5,"FYVE, RhoGEF and PH domain containing 5",1,0.78,0.346
15854,152330,CNTN4,contactin 4,3.3013e-06,0.653,0.577
15856,152485,ZNF827,zinc finger protein 827,0.99965,0.769,0.192
15858,152519,NIPAL1,NIPA like domain containing 1,2.4544e-10,0.76,0.346
15864,152687,ZNF595,zinc finger protein 595,0.3055,1,0.115
15866,152789,JAKMIP1,janus kinase and microtubule interacting protein 1,0.99986,0.839,0.269
15867,152816,ODAPH,odontogenesis associated phosphoprotein,0.049615,0.839,0.077
15868,152831,KLB,klotho beta,0.036433,0.647,0.5
15869,152877,FAM53A,family with sequence similarity 53 member A,0.0035705,0.839,0.192
15874,153090,DAB2IP,DAB2 interacting protein,0.99995,0.588,0.538
15875,153129,SLC38A9,solute carrier family 38 member 9,0.28628,1,0.077
15879,153222,CREBRF,CREB3 regulatory factor,0.99997,0.636,0.5
15880,153241,CEP120,centrosomal protein 120,4.0887e-15,0.564,0.731
15881,153328,SLC25A48,solute carrier family 25 member 48,0.00015155,1,0.077
15886,153478,PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B,1.0827e-32,1,0.077
15902,154064,RAET1L,retinoic acid early transcript 1L,2.4837e-10,0.931,0.077
15906,154092,LINC01010,long intergenic non-protein coding RNA 1010,,0.821,0.231
15907,154141,MBOAT1,membrane bound O-acyltransferase domain containing 1,2.1535e-12,0.931,0.115
15910,154215,NKAIN2,sodium/potassium transporting ATPase interacting 2,0.023684,0.716,0.462
15915,154467,CCDC167,coiled-coil domain containing 167,4.6515e-07,0.931,0.115
15917,154664,ABCA13,ATP binding cassette subfamily A member 13,8.7753e-114,0.722,0.308
15922,154810,AMOTL1,angiomotin like 1,0.0018316,0.736,0.423
15931,155185,AMZ1,archaelysin family metallopeptidase 1,3.7114e-23,0.821,0.154
15938,157310,PEBP4,phosphatidylethanolamine binding protein 4,4.575e-05,0.711,0.577
15941,157376,FER1L6-AS2,FER1L6 antisense RNA 2,,0.89,0.038
15943,157381,LINC00964,long intergenic non-protein coding RNA 964,,0.839,0.269
15948,157570,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,3.1642e-07,0.581,0.615
15953,157680,VPS13B,vacuolar protein sorting 13 homolog B,2.5029e-45,0.579,0.769
15955,157697,ERICH1,glutamate rich 1,1.1389e-14,0.931,0.192
15958,157753,TMEM74,transmembrane protein 74,0.00034376,0.792,0.192
15960,157848,NKX6-3,NK6 homeobox 3,0.016469,0.931,0.115
15972,158219,TTC39B,tetratricopeptide repeat domain 39B,2.179e-15,0.89,0.154
15975,158257,LINC02603,long intergenic non-protein coding RNA 2603,,,
15977,158297,SAXO1,stabilizer of axonemal microtubules 1,2.3001e-21,0.89,0.115
15979,158326,FREM1,FRAS1 related extracellular matrix 1,1.5685e-52,0.633,0.423
15981,158376,SPAAR,small regulatory polypeptide of amino acid response,,0.711,0.385
15982,158399,ZNF483,zinc finger protein 483,0.96736,,
15984,158405,KIAA1958,KIAA1958,0.011171,0.931,0.115
15993,158584,FAAH2,fatty acid amide hydrolase 2,1.8917e-21,0.821,0.115
16009,159963,SLC5A12,solute carrier family 5 member 12,8.5695e-07,0.861,0.192
16012,160140,C11orf65,chromosome 11 open reading frame 65,2.0163e-14,0.67,0.462
16016,160364,CLEC12A,C-type lectin domain family 12 member A,2.6022e-07,0.686,0.346
16018,160418,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3,4.6335e-05,0.636,0.538
16020,160428,ALDH1L2,aldehyde dehydrogenase 1 family member L2,1.7337e-17,0.821,0.115
16022,160518,DENND5B,DENN domain containing 5B,1,0.792,0.115
16024,160728,SLC5A8,solute carrier family 5 member 8,4.9955e-16,0.615,0.577
16026,160762,CCDC63,coiled-coil domain containing 63,5.2679e-19,0.861,0.192
16028,160851,DGKH,diacylglycerol kinase eta,0.026429,0.678,0.346
16040,161357,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2,0.66457,0.76,0.308
16044,161497,STRC,stereocilin,1.7748e-15,0.7,0.192
16047,161582,DNAAF4,dynein axonemal assembly factor 4,9.7181e-10,0.623,0.731
16048,161725,OTUD7A,OTU deubiquitinase 7A,0.95249,0.792,0.308
16049,161742,SPRED1,sprouty related EVH1 domain containing 1,0.97246,0.644,0.577
16052,161829,EXD1,exonuclease 3'-5' domain containing 1,6.4033e-14,1,0.077
16054,161882,ZFPM1,"zinc finger protein, FOG family member 1",0.2429,0.736,0.385
16058,162282,ANKFN1,ankyrin repeat and fibronectin type III domain containing 1,2.0906e-10,0.89,0.154
16061,162417,NAGS,N-acetylglutamate synthase,4.0325e-08,0.716,0.423
16066,162514,TRPV3,transient receptor potential cation channel subfamily V member 3,4.6013e-20,0.61,0.577
16069,162540,SPPL2C,signal peptide peptidase like 2C,0.00018192,0.76,0.192
16081,163175,LGI4,leucine rich repeat LGI family member 4,0.0071501,0.678,0.308
16088,163486,DENND1B,DENN domain containing 1B,0.20408,0.716,0.308
16094,163732,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4,0.34638,0.711,0.269
16097,163786,SASS6,SAS-6 centriolar assembly protein,1.7379e-07,0.691,0.423
16100,164045,HFM1,helicase for meiosis 1,4.7342e-32,0.659,0.615
16116,165186,TOGARAM2,TOG array regulator of axonemal microtubules 2,1.31e-16,1,0.077
16117,165215,FAM171B,family with sequence similarity 171 member B,0.48535,0.89,0.077
16126,165918,RNF168,ring finger protein 168,2.0514e-13,0.653,0.731
16128,166336,PRICKLE2,prickle planar cell polarity protein 2,0.99544,0.711,0.423
16129,166378,SPATA5,spermatogenesis associated 5,9.0776e-20,0.67,0.654
16135,166785,MMAA,metabolism of cobalamin associated A,9.3982e-13,0.743,0.346
16140,166968,MIER3,MIER family member 3,0.99856,0.861,0.115
16143,167153,TENT2,terminal nucleotidyltransferase 2,8.6949e-08,0.931,0.115
16147,167681,PRSS35,serine protease 35,3.28e-10,0.861,0.269
16148,167691,LCA5,lebercilin LCA5,4.0606e-05,0.674,0.269
16155,168417,ZNF679,zinc finger protein 679,0.17547,1,0.115
16161,168667,BMPER,BMP binding endothelial regulator,6.5881e-07,0.641,0.577
16163,169026,SLC30A8,solute carrier family 30 member 8,7.4306e-12,0.623,0.731
16170,169522,KCNV2,potassium voltage-gated channel modifier subfamily V member 2,1.1944e-26,0.736,0.115
16171,169611,OLFML2A,olfactomedin like 2A,1.2885e-09,0.931,0.154
16173,169714,QSOX2,quiescin sulfhydryl oxidase 2,9.8463e-08,0.89,0.077
16174,169792,GLIS3,GLIS family zinc finger 3,5.5977e-08,0.59,0.654
16181,170302,ARX,aristaless related homeobox,0.90814,0.516,0.654
16194,170572,HTR3C,5-hydroxytryptamine receptor 3C,2.5562e-10,0.769,0.192
16201,170679,PSORS1C1,psoriasis susceptibility 1 candidate 1,0.00026534,0.656,0.731
16202,170680,PSORS1C2,psoriasis susceptibility 1 candidate 2,0.0024913,0.769,0.308
16203,170682,SLEH1,systemic lupus erythematosus with hemolytic anemia 1,,0.931,0.115
16206,170690,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,0.00044629,0.711,0.346
16207,170691,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,2.802e-15,0.678,0.385
16218,171019,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19,5.9648e-08,0.792,0.269
16220,171023,ASXL1,ASXL transcriptional regulator 1,1.2511e-14,0.482,0.808
16232,171425,CLYBL,citrate lyase beta like,1.6434e-09,0.743,0.5
16238,171515,HBFQTL4,Fetal hemoglobin QTL on chromosome 8,,1,0.038
16252,192668,CYS1,cystin 1,0.10934,0.792,0.308
16253,192669,AGO3,argonaute RISC catalytic component 3,0.99997,0.839,0.154
16257,192683,SCAMP5,secretory carrier membrane protein 5,0.65099,0.839,0.192
16260,195828,ZNF367,zinc finger protein 367,0.90568,0.821,0.154
16263,196051,PLPP4,phospholipid phosphatase 4,0.0001828,0.805,0.231
16264,196074,METTL15,methyltransferase like 15,2.7801e-10,,
16267,196383,RILPL2,Rab interacting lysosomal protein like 2,0.00389,0.89,0.115
16268,196385,DNAH10,dynein axonemal heavy chain 10,1.3846e-57,0.89,0.154
16273,196446,MYRFL,myelin regulatory factor like,3.0843e-09,,
16278,196500,PIANP,PILR alpha associated neural protein,0.37791,0.931,0.038
16281,196528,ARID2,AT-rich interaction domain 2,1,0.543,0.808
16292,196996,GRAMD2A,GRAM domain containing 2A,3.4911e-13,,
16294,197131,UBR1,ubiquitin protein ligase E3 component n-recognin 1,0.0054862,0.612,0.731
16297,197196,LINC00311,long intergenic non-protein coding RNA 311,,0.89,0.154
16298,197257,LDHD,lactate dehydrogenase D,1.3494e-13,0.861,0.308
16304,197342,EME2,essential meiotic structure-specific endonuclease subunit 2,3.756e-23,0.931,0.115
16314,199704,ZNF585A,zinc finger protein 585A,2.7835e-05,,
16323,199857,ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit,0.00093727,0.722,0.308
16324,199899,LINC00466,long intergenic non-protein coding RNA 466,,0.861,0.077
16331,200035,NUDT17,nudix hydrolase 17,1.1109e-07,0.805,0.269
16333,200150,PLD5,phospholipase D family member 5,0.030678,0.89,0.077
16335,200162,SPAG17,sperm associated antigen 17,1.1892e-24,0.769,0.308
16340,200205,IBA57,iron-sulfur cluster assembly factor IBA57,0.0083921,0.666,0.423
16341,200298,LINC00528,long intergenic non-protein coding RNA 528,,0.931,0.154
16349,200504,GKN2,gastrokine 2,0.00023223,0.769,0.269
16354,200634,KRTCAP3,keratinocyte associated protein 3,2.078e-05,0.839,0.115
16356,200734,SPRED2,sprouty related EVH1 domain containing 2,2.8684e-07,0.711,0.577
16359,200844,C3orf67,chromosome 3 open reading frame 67,9.4026e-11,0.89,0.192
16361,200879,LIPH,lipase H,6.5309e-11,0.691,0.346
16362,200894,ARL13B,ADP ribosylation factor like GTPase 13B,2.6559e-09,0.631,0.538
16371,201134,CEP112,centrosomal protein 112,7.0861e-39,0.931,0.077
16373,201161,CENPV,centromere protein V,0.33194,0.711,0.577
16374,201163,FLCN,folliculin,0.78892,0.537,0.885
16376,201176,ARHGAP27,Rho GTPase activating protein 27,0.0012114,0.861,0.192
16381,201254,CENPX,centromere protein X,0.11069,0.736,0.423
16382,201266,SLC39A11,solute carrier family 39 member 11,2.3522e-18,0.711,0.308
16385,201294,UNC13D,unc-13 homolog D,1.091e-18,0.659,0.5
16390,201501,ZBTB7C,zinc finger and BTB domain containing 7C,0.16087,0.691,0.577
16397,201627,DENND6A,DENN domain containing 6A,0.0017721,1,0.038
16403,201895,SMIM14,small integral membrane protein 14,0.79188,,
16407,202018,TAPT1,transmembrane anterior posterior transformation 1,0.032078,0.674,0.538
16414,202333,CMYA5,cardiomyopathy associated 5,1.3454e-54,0.711,0.423
16418,202658,TRIM39-RPP21,TRIM39-RPP21 readthrough,0.74425,0.821,0.269
16422,203062,TSNARE1,t-SNARE domain containing 1,9.6275e-07,0.861,0.077
16423,203068,TUBB,tubulin beta class I,0.97889,0.603,0.692
16428,203102,ADAM32,ADAM metallopeptidase domain 32,2.1571e-15,,
16430,203228,C9orf72,C9orf72-SMCR8 complex subunit,1.0647e-06,0.496,0.769
16446,204010,RPSAP52,ribosomal protein SA pseudogene 52,,0.931,0.154
16447,204219,CERS3,ceramide synthase 3,0.0056921,0.705,0.308
16448,204474,PDILT,"protein disulfide isomerase like, testis expressed",1.2202e-05,0.839,0.231
16449,204801,NLRP11,NLR family pyrin domain containing 11,2.1548e-09,0.931,0.077
16455,205428,DIPK2A,divergent protein kinase domain 2A,0.00051408,0.78,0.385
16457,205717,USF3,upstream transcription factor family member 3,1,0.821,0.115
16459,206338,LVRN,laeverin,5.3008e-17,0.89,0.192
16462,219285,SAMD9L,sterile alpha motif domain containing 9 like,5.5651e-15,0.7,0.5
16466,219445,OR7E5P,olfactory receptor family 7 subfamily E member 5 pseudogene,,,
16467,219477,OR8J1,olfactory receptor family 8 subfamily J member 1,1.0089e-06,1,0.077
16474,219621,CABCOCO1,ciliary associated calcium binding coiled-coil 1,0.00036502,1,0.038
16475,219623,TMEM26,transmembrane protein 26,2.0721e-08,0.861,0.231
16477,219670,ENKUR,"enkurin, TRPC channel interacting protein",7.0721e-05,0.805,0.269
16480,219731,PROSER2-AS1,PROSER2 antisense RNA 1,,,
16481,219736,STOX1,storkhead box 1,1.4404e-16,0.729,0.462
16487,219790,RTKN2,rhotekin 2,5.4633e-15,0.722,0.385
16490,219844,HYLS1,HYLS1 centriolar and ciliogenesis associated,2.3152e-09,0.572,0.692
16496,219931,TPCN2,two pore segment channel 2,3.1241e-10,0.76,0.346
16505,220047,CCDC83,coiled-coil domain containing 83,1.1628e-09,0.861,0.231
16510,220107,DLEU7,deleted in lymphocytic leukemia 7,0.18452,0.705,0.346
16517,220296,HEPACAM,hepatic and glial cell adhesion molecule,0.86791,0.621,0.5
16519,220388,CCDC89,coiled-coil domain containing 89,7.8532e-05,1,0.077
16525,220929,ZNF438,zinc finger protein 438,2.6656e-06,0.861,0.115
16527,220963,SLC16A9,solute carrier family 16 member 9,0.007078,0.861,0.192
16529,220972,MARCHF8,membrane associated ring-CH-type finger 8,5.8689e-07,0.59,0.692
16532,220992,ZNF485,zinc finger protein 485,5.4641e-05,,
16533,221002,RASGEF1A,RasGEF domain family member 1A,0.97444,0.931,0.192
16534,221035,REEP3,receptor accessory protein 3,0.015097,0.792,0.308
16535,221037,JMJD1C,jumonji domain containing 1C,1,0.517,0.769
16547,221178,SPATA13,spermatogenesis associated 13,0.0026387,0.792,0.154
16551,221262,CCDC162P,"coiled-coil domain containing 162, pseudogene",,0.89,0.154
16552,221264,AK9,adenylate kinase 9,3.687e-26,0.751,0.346
16557,221336,BEND6,BEN domain containing 6,0.00076917,,
16559,221391,OPN5,opsin 5,0.8602,0.711,0.385
16565,221421,RSPH9,radial spoke head component 9,2.3881e-09,0.659,0.615
16568,221458,KIF6,kinesin family member 6,3.0905e-27,0.729,0.385
16574,221491,SMIM29,small integral membrane protein 29,0.62416,,
16580,221613,H2AC1,H2A clustered histone 1,0.0014225,0.931,0.115
16581,221656,KDM1B,lysine demethylase 1B,0.0014005,0.736,0.385
16584,221692,PHACTR1,phosphatase and actin regulator 1,0.63537,0.663,0.423
16593,221833,SP8,Sp8 transcription factor,0.9658,0.931,0.038
16595,221895,JAZF1,JAZF zinc finger 1,0.89582,0.582,0.654
16597,221927,BRAT1,BRCA1 associated ATM activator 1,7.4316e-13,0.695,0.231
16598,221935,SDK1,sidekick cell adhesion molecule 1,4.1564e-06,0.76,0.346
16600,221955,DAGLB,diacylglycerol lipase beta,2.6256e-12,0.931,0.154
16602,221981,THSD7A,thrombospondin type 1 domain containing 7A,1,0.644,0.654
16614,222255,ATXN7L1,ataxin 7 like 1,0.99884,0.89,0.154
16615,222256,CDHR3,cadherin related family member 3,2.3071e-24,0.805,0.192
16621,222546,RFX6,regulatory factor X6,0.00040925,0.686,0.385
16622,222553,SLC35F1,solute carrier family 35 member F1,0.95133,0.805,0.154
16623,222584,FAM83B,family with sequence similarity 83 member B,6.3264e-08,0.722,0.346
16624,222611,ADGRF2,adhesion G protein-coupled receptor F2,2.5133e-24,1,0.077
16631,222698,NKAPL,NFKB activating protein like,9.2219e-05,0.89,0.231
16640,223117,SEMA3D,semaphorin 3D,4.0219e-08,0.678,0.423
16641,225689,MAPK15,mitogen-activated protein kinase 15,1.8682e-21,0.729,0.385
16659,246176,GAS2L2,growth arrest specific 2 like 2,1.5879e-06,0.678,0.5
16664,246243,RNASEH1,ribonuclease H1,0.011173,0.711,0.462
16666,246269,AFG1L,AFG1 like ATPase,6.4428e-09,1,0.038
16670,246329,STAC3,SH3 and cysteine rich domain 3,0.00017244,0.633,0.654
16673,246744,STH,saitohin,,0.705,0.385
16676,246778,IL27,interleukin 27,0.78232,0.457,0.808
16680,252969,NEIL2,nei like DNA glycosylase 2,2.8655e-11,0.7,0.538
16685,253018,HCG27,HLA complex group 27,0.023063,0.805,0.346
16686,253039,CUTALP,"cutA divalent cation tolerance homolog-like, pseudogene",,0.89,
16695,253461,ZBTB38,zinc finger and BTB domain containing 38,0.99949,0.663,0.615
16698,253559,CADM2,cell adhesion molecule 2,0.89097,0.67,0.538
16704,253738,EBF3,EBF transcription factor 3,0.99993,0.595,0.731
16705,253769,WDR27,WD repeat domain 27,3.8042e-17,0.931,0.192
16723,254102,EHBP1L1,EH domain binding protein 1 like 1,7.1163e-13,0.89,0.115
16731,254251,LCORL,ligand dependent nuclear receptor corepressor like,0.92374,0.89,0.192
16732,254263,CNIH2,cornichon family AMPA receptor auxiliary protein 2,0.95171,0.931,0.115
16735,254359,ZDHHC24,zinc finger DHHC-type containing 24,0.0004208,0.722,0.462
16739,254528,MEIOB,meiosis specific with OB-fold,2.9857e-14,0.769,0.192
16752,255022,CALHM1,calcium homeostasis modulator 1,1.7556e-05,0.769,0.269
16768,255239,ANKK1,ankyrin repeat and kinase domain containing 1,7.4008e-12,0.604,0.462
16780,255626,H2BC1,H2B clustered histone 1,0.10308,0.89,0.154
16782,255738,PCSK9,proprotein convertase subtilisin/kexin type 9,2.7059e-17,0.482,0.808
16792,256006,ANKRD31,ankyrin repeat domain 31,1.8697e-21,1,0.077
16799,256227,STEAP1B,STEAP family member 1B,1.2368e-05,1,0.077
16801,256297,PTF1A,pancreas associated transcription factor 1a,0.16565,0.601,0.692
16810,256471,MFSD8,major facilitator superfamily domain containing 8,2.5375e-12,0.682,0.231
16817,256764,WDR72,WD repeat domain 72,2.733e-27,0.716,0.385
16824,256979,SUN3,Sad1 and UNC84 domain containing 3,3.0029e-12,1,0.077
16829,257068,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2,4.6567e-08,0.931,0.154
16841,257313,UTS2B,urotensin 2B,0.00022271,0.839,0.346
16848,259173,ALS2CL,ALS2 C-terminal like,4.297e-28,0.861,0.192
16849,259197,NCR3,natural cytotoxicity triggering receptor 3,0.00036824,0.638,0.769
16850,259215,LY6G6F,lymphocyte antigen 6 family member G6F,9.5579e-07,0.861,0.308
16853,259232,NALCN,"sodium leak channel, non-selective",8.5243e-14,0.587,0.615
16857,259266,ASPM,abnormal spindle microtubule assembly,3.3502e-49,0.526,0.769
16873,260425,MAGI3,"membrane associated guanylate kinase, WW and PDZ domain containing 3",0.02978,0.751,0.346
16880,261734,NPHP4,nephrocystin 4,1.743e-29,0.674,0.423
16881,266553,OFCC1,orofacial cleft 1 candidate 1,1.8876e-06,0.78,0.154
16893,266727,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1,0.97574,0.821,0.154
16895,266743,NPAS4,neuronal PAS domain protein 4,0.97335,0.695,0.5
16903,267012,DAOA,D-amino acid oxidase activator,0.00014043,0.678,0.346
16904,267013,HLA-DPA3,"major histocompatibility complex, class II, DP alpha 3 (pseudogene)",,0.805,0.308
16905,267015,HLA-S,"major histocompatibility complex, class I, S (pseudogene)",,0.931,0.192
16910,282617,IFNL3,interferon lambda 3,2.4233e-08,0.506,0.808
16913,282706,DAOA-AS1,DAOA antisense RNA 1,,0.729,0.154
16914,282763,OR51B5,olfactory receptor family 51 subfamily B member 5,9.5367e-08,0.931,0.115
16917,282809,POC1B,POC1 centriolar protein B,3.0483e-08,0.705,0.385
16919,282890,ZNF311,zinc finger protein 311,1.2064e-08,1,0.077
16924,282996,RBM20,RNA binding motif protein 20,0.98954,0.716,0.269
16927,283014,EIF2S2P3,eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 3,,1,0.077
16938,283120,H19,H19 imprinted maternally expressed transcript,,0.494,0.923
16954,283234,CCDC88B,coiled-coil domain containing 88B,1.399e-09,0.743,0.192
16959,283267,LINC00294,long intergenic non-protein coding RNA 294,,1,0.115
16960,283284,IGSF22,immunoglobulin superfamily member 22,3.9627e-41,1,0.077
16966,283337,ZNF740,zinc finger protein 740,0.18968,0.89,0.038
16984,283446,MYO1H,myosin IH,2.0646e-25,0.751,0.385
16985,283450,HECTD4,HECT domain E3 ubiquitin protein ligase 4,1,0.7,0.462
16986,283455,KSR2,kinase suppressor of ras 2,1,0.743,0.231
16988,283460,HNF1A-AS1,HNF1A antisense RNA 1,,0.621,0.538
16995,283489,CHAMP1,chromosome alignment maintaining phosphoprotein 1,0.99197,0.691,0.5
17002,283571,PROX2,prospero homeobox 2,5.5007e-12,0.931,0.077
17004,283592,FAM181A-AS1,FAM181A antisense RNA 1,,1,0.077
17011,283635,FAM177A1,family with sequence similarity 177 member A1,0.0011791,0.769,0.231
17040,283871,PGP,phosphoglycolate phosphatase,0.16263,0.606,0.808
17054,283989,TSEN54,tRNA splicing endonuclease subunit 54,1.7512e-07,0.659,0.5
17055,283999,TMEM235,transmembrane protein 235,0.00045831,1,0.115
17056,284001,CCDC57,coiled-coil domain containing 57,6.5038e-16,1,0.077
17063,284034,LINC00670,long intergenic non-protein coding RNA 670,,0.821,0.077
17064,284058,KANSL1,KAT8 regulatory NSL complex subunit 1,0.99972,0.592,0.731
17066,284076,TTLL6,tubulin tyrosine ligase like 6,9.7742e-20,0.89,0.115
17069,284086,NEK8,NIMA related kinase 8,6.4566e-09,0.631,0.5
17070,284098,PIGW,phosphatidylinositol glycan anchor biosynthesis class W,1.172e-05,0.633,0.654
17073,284110,GSDMA,gasdermin A,1.619e-16,0.792,0.308
17074,284111,SLC13A5,solute carrier family 13 member 5,0.00050598,0.608,0.577
17077,284119,CAVIN1,caveolae associated protein 1,0.0049657,0.559,0.654
17084,284217,LAMA1,laminin subunit alpha 1,3.2248e-32,0.582,0.808
17089,284260,LINC00907,long intergenic non-protein coding RNA 907,,1,0.077
17093,284276,LINC00908,long intergenic non-protein coding RNA 908,,0.89,0.115
17105,284352,PPP1R37,protein phosphatase 1 regulatory subunit 37,0.99448,0.89,0.115
17106,284353,NKPD1,NTPase KAP family P-loop domain containing 1,7.0389e-07,0.89,0.115
17107,284358,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator,0.0054856,0.792,0.115
17111,284370,ZNF615,zinc finger protein 615,8.376e-12,0.861,0.038
17112,284371,ZNF841,zinc finger protein 841,0.023931,1,0.077
17116,284403,WDR62,WD repeat domain 62,2.3562e-23,0.597,0.615
17124,284439,SLC25A42,solute carrier family 25 member 42,0.48948,0.76,0.269
17130,284486,THEM5,thioesterase superfamily member 5,3.7917e-11,0.89,0.115
17131,284498,C1orf167,chromosome 1 open reading frame 167,9.1452e-34,1,0.038
17135,284546,C1orf185,chromosome 1 open reading frame 185,5.0044e-07,0.89,0.115
17150,284688,LINC01142,long intergenic non-protein coding RNA 1142,,0.931,0.077
17174,285025,CCDC141,coiled-coil domain containing 141,1.5924e-33,0.666,0.538
17182,285175,UNC80,"unc-80 homolog, NALCN channel complex subunit",0.052307,0.626,0.462
17186,285195,SLC9A9,solute carrier family 9 member A9,5.3311e-12,0.656,0.577
17187,285203,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase,5.038e-09,0.641,0.5
17205,285362,SUMF1,sulfatase modifying factor 1,2.2828e-08,0.641,0.538
